,Feature,Weight
0,all_aCp,0.005808297308162063
1,all_aGamma,0.014495944934162579
2,all_aLambda,-0.1772357634093143
3,all_aLp,-0.07389690979028156
4,all_aSigma,0.05296502565500081
5,all_aEg,0.023460804986418494
6,all_aEloc,0.012913534698544124
7,delta_aCp,-0.0018203377276929892
8,delta_aLambda,0.021708607570580917
9,delta_aLp,-0.001489483788152007
10,delta_aEg,-0.02067955336509538
11,delta_aEloc,-0.014681903733100967
12,theta_aCp,0.007057034009329431
13,theta_aGamma,0.14354864409335594
14,theta_aLambda,0.012776297809844737
15,theta_aLp,-0.04247646548984653
16,theta_aSigma,0.15886884219437303
17,theta_aEg,0.03755747129382828
18,theta_aEloc,0.02980868795335332
19,alpha1_aCp,-0.017114098802414386
20,alpha1_aGamma,0.025270300397838338
21,alpha1_aLambda,-0.009103205822549679
22,alpha1_aLp,-0.01423612668956616
23,alpha1_aSigma,0.02535574917312829
24,alpha1_aEg,0.0002174749692029125
25,alpha1_aEloc,-0.01603907705079877
26,alpha2_aCp,-0.020095129784465877
27,alpha2_aGamma,0.03171715062954487
28,alpha2_aLambda,0.008223669192060969
29,alpha2_aLp,0.09395141762930538
30,alpha2_aSigma,0.026991731078001697
31,alpha2_aEg,-0.03146775384001871
32,alpha2_aEloc,-0.041163637485181405
33,beta1_aCp,0.02171370521130681
34,beta1_aGamma,0.10032089877983232
35,beta1_aLambda,-0.0724223887507581
36,beta1_aLp,0.10617145492220323
37,beta1_aSigma,0.1289007779582001
38,beta1_aEg,-0.01798525475725303
39,beta1_aEloc,-0.0065616211360039825
40,beta2_aCp,-0.026428031149062146
41,beta2_aLambda,-0.1841314432760934
42,beta2_aLp,0.011788661990694907
43,beta2_aEg,0.017501886859523325
44,beta2_aEloc,-0.03424183637073918
45,gamma_aCp,0.031086282183904298
46,gamma_aEg,0.01204085186839707
47,gamma_aEloc,0.01726843575539916
48,all_aDc_1,-0.07579502596085458
49,all_aDc_2,-0.06331899582838539
50,all_aDc_3,0.0831808296298381
51,all_aDc_4,-0.09823272139115873
52,all_aDc_5,0.040136927173285916
53,all_aDc_6,-0.018901243494760606
54,all_aDc_7,0.08130263380470908
55,all_aDc_8,-0.05539052243135814
56,all_aDc_9,-0.02572891825628761
57,all_aDc_10,0.024289231395681517
58,all_aDc_11,0.05164390137601982
59,all_aDc_12,-0.062448159240333784
60,all_aDc_13,0.03488751247894886
61,all_aDc_14,0.04087697539826409
62,all_aDc_15,-0.021289192472014887
63,all_aDc_16,0.007490824828724977
64,all__aNCp_1,0.02241302506305032
65,all__aNCp_2,-0.12150025662625975
66,all__aNCp_3,0.0843486684375081
67,all__aNCp_4,0.04562452361415949
68,all__aNCp_5,-0.0296664927422896
69,all__aNCp_6,0.07167813368102267
70,all__aNCp_7,0.09278053889068137
71,all__aNCp_8,0.016469682972141755
72,all__aNCp_9,-0.03902493801204522
73,all__aNCp_10,-0.012275555585168919
74,all__aNCp_11,-0.04703242273711793
75,all__aNCp_12,0.02412032692381617
76,all__aNCp_13,-0.0845289432146545
77,all__aNCp_14,0.022104546197554528
78,all__aNCp_15,-0.011367775397318428
79,all__aNCp_16,0.07318572948617577
80,all_aNe_1,-0.06802671267746029
81,all_aNe_2,-0.07908655635662327
82,all_aNe_3,0.10805918227323756
83,all_aNe_4,-0.05922438384443663
84,all_aNe_5,0.07907580971070739
85,all_aNe_6,0.02411356959037772
86,all_aNe_7,0.12576565131152262
87,all_aNe_8,-0.010100296856782513
88,all_aNe_9,0.0003424672246588211
89,all_aNe_10,0.040363024708576306
90,all_aNe_11,0.03971872437120414
91,all_aNe_12,-0.027545864146970064
92,all_aNe_13,0.05543785866198034
93,all_aNe_14,0.02351759251456063
94,all_aNe_15,-0.01273161810604165
95,all_aNe_16,0.060816870742535147
96,all_aNLe_1,0.02461179252630253
97,all_aNLe_2,-0.11125375660688842
98,all_aNLe_3,0.12010794606233814
99,all_aNLe_4,0.045435238206257014
100,all_aNLe_5,0.03406546194879482
101,all_aNLe_6,0.0609644306847604
102,all_aNLe_7,0.12793491296157375
103,all_aNLe_8,0.020606062285357052
104,all_aNLe_9,-0.04736649347735079
105,all_aNLe_10,-0.020140298263634886
106,all_aNLe_11,-0.02311137890607146
107,all_aNLe_12,0.0024654034869845075
108,all_aNLe_13,-0.11548396084873942
109,all_aNLe_14,0.03110083833708742
110,all_aNLe_15,-0.022028626982386872
111,all_aNLe_16,0.06256747145228737
112,delta_aDc_1,0.09672491392423338
113,delta_aDc_2,-0.011055846810477561
114,delta_aDc_3,0.12730347236859874
115,delta_aDc_4,0.029540548334868577
116,delta_aDc_5,0.04626545785185149
117,delta_aDc_6,-0.1101764347349582
118,delta_aDc_7,0.033481990717521774
119,delta_aDc_8,0.1090116254208216
120,delta_aDc_9,-0.0836857160901626
121,delta_aDc_10,-0.028152872261251568
122,delta_aDc_11,-0.12101749021616301
123,delta_aDc_12,-0.014156921063551556
124,delta_aDc_13,0.01668288820567734
125,delta_aDc_14,0.0031606909729296195
126,delta_aDc_15,-0.11433588192672682
127,delta_aDc_16,-0.05839186941817709
128,delta__aNCp_1,0.04190776574984959
129,delta__aNCp_2,0.020056965466129912
130,delta__aNCp_3,-0.07458470281723084
131,delta__aNCp_4,-0.050246709636121524
132,delta__aNCp_5,0.024836787643918567
133,delta__aNCp_6,-0.06599488390555865
134,delta__aNCp_7,-0.0060485149703227254
135,delta__aNCp_8,0.017828976552240073
136,delta__aNCp_9,0.05926681167867221
137,delta__aNCp_10,0.04328857536338102
138,delta__aNCp_11,0.059073491867452164
139,delta__aNCp_12,0.060051934150111654
140,delta__aNCp_13,0.06091119103922878
141,delta__aNCp_14,-0.09128498300322505
142,delta__aNCp_15,-0.028893460162661953
143,delta__aNCp_16,-0.03338079375504688
144,delta_aNe_1,0.07119103336196628
145,delta_aNe_2,-0.037457068259682536
146,delta_aNe_3,0.06839684890374491
147,delta_aNe_4,0.0075787788927205915
148,delta_aNe_5,0.04923682489967052
149,delta_aNe_6,-0.13206474409584565
150,delta_aNe_7,0.036390374170708895
151,delta_aNe_8,0.09389561206065908
152,delta_aNe_9,-0.09872336745529747
153,delta_aNe_10,-0.017878847476379644
154,delta_aNe_11,-0.08767434398093224
155,delta_aNe_12,-0.010700209658982603
156,delta_aNe_13,0.007718670154467583
157,delta_aNe_14,-0.003414783845484393
158,delta_aNe_15,-0.09177586436239123
159,delta_aNe_16,-0.05147729394322639
160,delta_aNLe_1,0.06832058668522843
161,delta_aNLe_2,0.0038965892672260883
162,delta_aNLe_3,-0.048671773230452145
163,delta_aNLe_4,-0.059278580172502884
164,delta_aNLe_5,0.05937304879280924
165,delta_aNLe_6,-0.09991093436610006
166,delta_aNLe_7,0.009944090552957854
167,delta_aNLe_8,0.038826286438537076
168,delta_aNLe_9,0.0152548339911956
169,delta_aNLe_10,0.02500696878508758
170,delta_aNLe_11,0.03583146810144058
171,delta_aNLe_12,0.06075010102412558
172,delta_aNLe_13,0.07250210917147858
173,delta_aNLe_14,-0.08428930454936477
