Item,Value
Optimal CV Accuracy,0.6925
Optimal Parameters,"{'rf__bootstrap': True, 'rf__criterion': 'entropy', 'rf__max_depth': 2, 'rf__min_samples_leaf': 10, 'rf__min_samples_split': 5, 'rf__n_estimators': 50}"
Permutation Test p-Value,0.009900990099009901
Test Accuracy,0.7575757575757576
Test Sensitivity,0.8235294117647058
Test Specificity,0.6875
Area Under Curve,0.786764705882353
Run Time,52.15s
