Item,Value
Optimal CV Accuracy,0.6785714285714285
Optimal Parameters,"{'rf__bootstrap': True, 'rf__criterion': 'entropy', 'rf__max_depth': 2, 'rf__min_samples_leaf': 10, 'rf__min_samples_split': 5, 'rf__n_estimators': 50, 'rfe__n_features_to_select': 122}"
Permutation Test p-Value,0.019801980198019802
Test Accuracy,0.6666666666666666
Test Sensitivity,0.7058823529411765
Test Specificity,0.625
Area Under Curve,0.7830882352941176
Run Time,45.36s
