Item,Value
Optimal CV Accuracy,0.5549999999999999
Optimal Parameters,"{'pca__n_components': 11, 'rf__bootstrap': True, 'rf__criterion': 'entropy', 'rf__max_depth': 2, 'rf__min_samples_leaf': 10, 'rf__min_samples_split': 5, 'rf__n_estimators': 50}"
Permutation Test p-Value,0.16831683168316833
Test Accuracy,0.7272727272727273
Test Sensitivity,0.5294117647058824
Test Specificity,0.9375
Area Under Curve,0.7757352941176471
Run Time,157.58s
