Item,Value
Optimal CV Accuracy,0.5175
Optimal Parameters,{'svm__C': 1}
Permutation Test p-Value,0.40594059405940597
Test Accuracy,0.5454545454545454
Test Sensitivity,0.5294117647058824
Test Specificity,0.5625
Area Under Curve,0.4209558823529412
Run Time,7.03s
