Item,Value
Optimal CV Accuracy,0.6325000000000001
Optimal Parameters,{'lda__solver': 'svd'}
Permutation Test p-Value,0.009900990099009901
Test Accuracy,0.6363636363636364
Test Sensitivity,0.6470588235294118
Test Specificity,0.625
Area Under Curve,0.7169117647058824
Run Time,38.58s
