Item,Value
Optimal CV Accuracy,0.6904761904761906
Optimal Parameters,{'lda__solver': 'svd'}
Permutation Test p-Value,0.009900990099009901
Test Accuracy,0.5151515151515151
Test Sensitivity,0.5294117647058824
Test Specificity,0.5
Area Under Curve,0.536764705882353
Run Time,8.02s
