Item,Value
Optimal CV Accuracy,0.5725
Optimal Parameters,{'lda__solver': 'svd'}
Permutation Test p-Value,0.07920792079207921
Test Accuracy,0.5757575757575758
Test Sensitivity,0.5882352941176471
Test Specificity,0.5625
Area Under Curve,0.5882352941176471
Run Time,19.52s
