Item,Value
Optimal CV Accuracy,0.6547619047619048
Optimal Parameters,"{'rf__bootstrap': True, 'rf__criterion': 'entropy', 'rf__max_depth': 2, 'rf__min_samples_leaf': 10, 'rf__min_samples_split': 5, 'rf__n_estimators': 50, 'rfe__n_features_to_select': 713}"
Permutation Test p-Value,0.009900990099009901
Test Accuracy,0.8181818181818182
Test Sensitivity,0.8823529411764706
Test Specificity,0.75
Area Under Curve,0.8602941176470589
Run Time,44.39s
