,Feature,Weight
0,all_aCp,0.4484678342589205
1,all_aGamma,0.04844128123034814
2,all_aLambda,-0.4512566552631153
3,all_aLp,-0.01337318581415102
4,all_aSigma,0.11763194099477896
5,all_aEg,-0.34136583581930263
6,all_aEloc,-0.012420118840015247
7,delta_aCp,0.23886680443740593
8,delta_aLambda,0.03661705701749057
9,delta_aLp,-0.22625062617916675
10,delta_aEg,-0.22928105169470195
11,delta_aEloc,-0.050183936643230606
12,theta_aCp,0.03075217992233484
13,theta_aGamma,0.5353057454901917
14,theta_aLambda,-0.18018854623493863
15,theta_aLp,-0.41938501922804894
16,theta_aSigma,0.6659217004840885
17,theta_aEg,0.16998752842493342
18,theta_aEloc,0.25661690129034964
19,alpha1_aCp,0.07362152510290194
20,alpha1_aGamma,0.2529100194696316
21,alpha1_aLambda,0.6981284720213791
22,alpha1_aLp,-0.3590352137372006
23,alpha1_aSigma,0.06998426360182528
24,alpha1_aEg,-0.27567871049963416
25,alpha1_aEloc,0.009436462204847774
26,alpha2_aCp,0.27721820673724795
27,alpha2_aGamma,-0.014544395590072519
28,alpha2_aLambda,-0.39146957211736344
29,alpha2_aLp,0.8899871709955889
30,alpha2_aSigma,0.016373026394985547
31,alpha2_aEg,-0.07374908825920785
32,alpha2_aEloc,-0.11420832020384147
33,beta1_aCp,0.5316487685294093
34,beta1_aGamma,0.28485537865942784
35,beta1_aLambda,-0.47819929833424835
36,beta1_aLp,0.7263300710200467
37,beta1_aSigma,0.631036037635617
38,beta1_aEg,-0.0011732230980453801
39,beta1_aEloc,0.1875167715639653
40,beta2_aCp,0.11158475585666947
41,beta2_aLambda,-0.36438366474843126
42,beta2_aLp,-0.2460537002949464
43,beta2_aEg,0.06610993391917873
44,beta2_aEloc,-0.24075054673183321
45,gamma_aCp,0.500019313857624
46,gamma_aEg,0.016487697385831352
47,gamma_aEloc,0.11217601749924733
