Item,Value
Optimal CV Accuracy,0.7023809523809524
Optimal Parameters,"{'anova__percentile': 85, 'rf__bootstrap': True, 'rf__criterion': 'entropy', 'rf__max_depth': 2, 'rf__min_samples_leaf': 10, 'rf__min_samples_split': 5, 'rf__n_estimators': 50}"
Permutation Test p-Value,0.009900990099009901
Test Accuracy,0.7878787878787878
Test Sensitivity,0.8823529411764706
Test Specificity,0.6875
Area Under Curve,0.8235294117647058
Run Time,21.25s
