Item,Value
Optimal CV Accuracy,0.5
Optimal Parameters,"{'rfe__n_features_to_select': 38, 'svm__C': 1}"
Permutation Test p-Value,0.44554455445544555
Test Accuracy,0.6060606060606061
Test Sensitivity,0.6470588235294118
Test Specificity,0.5625
Area Under Curve,0.6985294117647058
Run Time,10.38s
