,Feature,Weight
0,beta1_aLambda,-0.4093243733467462
1,beta1_aLp,0.4826400091110996
2,beta1_aSigma,0.7241881678855786
3,beta2_aLambda,-0.6043820500241781
4,all_aDc_4,-0.35870982805972557
5,all__aNCp_2,-0.6761538386409675
6,all_aNe_7,0.7845703971674507
7,all_aNLe_13,-0.3237158184767276
8,delta_aDc_8,0.38962230563935485
9,delta__aNCp_14,-0.36031400544541703
10,delta_aNLe_15,-0.22356371687307522
11,theta_aDc_1,-0.15991773465284398
12,theta_aDc_16,-0.10952801222312539
13,theta__aNCp_6,0.2828000451254798
14,theta__aNCp_14,0.07801206578709952
15,theta__aNCp_15,-0.1908023632786241
16,theta_aNe_1,-0.23465593355231396
17,theta_aNe_14,0.37112010949384255
18,theta_aNLe_6,0.3025165215576835
19,theta_aNLe_7,0.46641942449515783
20,theta_aNLe_9,-0.654442112027857
21,alpha1_aDc_6,0.44157201217730363
22,alpha1_aDc_11,-0.16703279871677368
23,alpha1__aNCp_15,-0.4518424478873996
24,alpha2__aNCp_6,-0.6153126133503477
25,alpha2_aNLe_3,-0.4749064312011464
26,alpha2_aNLe_11,0.16014807745918896
27,beta1_aDc_3,0.5479733767376223
28,beta1_aDc_7,0.4764473066671763
29,beta1__aNCp_15,0.24713141935507582
30,beta1_aNLe_11,-0.363423766987775
31,beta2_aDc_3,0.12970610291201562
32,beta2_aDc_6,-0.3535824412115223
33,beta2__aNCp_11,0.02265380839955942
34,gamma_aDc_3,0.4586751302544202
35,gamma__aNCp_4,0.20150201492545194
36,gamma_aNe_3,0.33826409978061106
37,gamma_aNLe_4,0.07732301510182221
