Item,Value
Optimal CV Accuracy,0.6190476190476191
Optimal Parameters,"{'pca__n_components': 19, 'rf__bootstrap': True, 'rf__criterion': 'entropy', 'rf__max_depth': 2, 'rf__min_samples_leaf': 10, 'rf__min_samples_split': 5, 'rf__n_estimators': 50}"
Permutation Test p-Value,0.019801980198019802
Test Accuracy,0.5757575757575758
Test Sensitivity,0.4117647058823529
Test Specificity,0.75
Area Under Curve,0.636029411764706
Run Time,23.96s
