Item,Value
Optimal CV Accuracy,0.6075
Optimal Parameters,"{'rf__bootstrap': True, 'rf__criterion': 'entropy', 'rf__max_depth': 3, 'rf__min_samples_leaf': 10, 'rf__min_samples_split': 5, 'rf__n_estimators': 50}"
Permutation Test p-Value,0.04950495049504951
Test Accuracy,0.696969696969697
Test Sensitivity,0.7647058823529411
Test Specificity,0.625
Area Under Curve,0.7573529411764706
Run Time,38.59s
