Item,Value
Optimal CV Accuracy,0.61
Optimal Parameters,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 7, 'knn__p': 1}"
Permutation Test p-Value,0.04950495049504951
Test Accuracy,0.6363636363636364
Test Sensitivity,0.5882352941176471
Test Specificity,0.6875
Area Under Curve,0.7996323529411765
Run Time,12.70s
