Item,Value
Optimal CV Accuracy,0.6375
Optimal Parameters,"{'lda__solver': 'svd', 'rfe__n_features_to_select': 290}"
Permutation Test p-Value,0.0297029702970297
Test Accuracy,0.696969696969697
Test Sensitivity,0.6470588235294118
Test Specificity,0.75
Area Under Curve,0.7977941176470589
Run Time,260.89s
