Item,Value
Optimal CV Accuracy,0.6428571428571428
Optimal Parameters,"{'anova__percentile': 35, 'svm__C': 1}"
Permutation Test p-Value,0.0297029702970297
Test Accuracy,0.696969696969697
Test Sensitivity,0.7058823529411765
Test Specificity,0.6875
Area Under Curve,0.801470588235294
Run Time,4.13s
