Item,Value
Optimal CV Accuracy,0.6825
Optimal Parameters,"{'anova__percentile': 15, 'rf__bootstrap': True, 'rf__criterion': 'entropy', 'rf__max_depth': 3, 'rf__min_samples_leaf': 10, 'rf__min_samples_split': 5, 'rf__n_estimators': 50}"
Permutation Test p-Value,0.009900990099009901
Test Accuracy,0.696969696969697
Test Sensitivity,0.7647058823529411
Test Specificity,0.625
Area Under Curve,0.7830882352941176
Run Time,34637.37s
